,Video_Id,Video_Title,Comments,Label
42,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),"I_ almost 50 and play this at least 10 times a day, rest in peace brother___",0
43,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),Lost both my dads within a few months of each other. This song is for me!!_奎__,0
44,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),Did sum wit this album abqqqqqq need youuuuuuu come back,0
45,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),_ make me cry jus like a baby fog it been some years__1:22,0
46,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),Damn got me thinking bout twin __,0
47,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),Oh he snapped beefing with depression  I wish I had someone to blame之仁扔,0
48,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),I think i was waiting for him to drop __.....,0
49,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),rip my uncle man this song hit different fr,0
50,#NAME?,Latto - Brokey (Official Video),"This was a vibeeeeee, and I'm finally sick of dull music videos.",0
51,#NAME?,Latto - Brokey (Official Video),"Latto is so good, on fire!!!!",0
52,#NAME?,Latto - Brokey (Official Video),I love this woman so muchhhh,0
53,#NAME?,Latto - Brokey (Official Video),Imaging being one of the most hottest woman ever __ miss mama Latto _,0
54,#NAME?,Latto - Brokey (Official Video),Best mv I_e seen in a long time and she smoked them up _,0
55,#NAME?,Latto - Brokey (Official Video),In her video she trying to saying the guys the brokey but it be these broke ass hoes lol,0
56,#NAME?,Latto - Brokey (Official Video),Dessi stupid ________,0
57,#NAME?,Latto - Brokey (Official Video),The concepts for this are wild! I wonder who the creative director was. This was so cool!!!,0
58,#NAME?,Latto - Brokey (Official Video),"Latto turns into a giant

Kid: Dad, I wanna get on that ride.

Dad: Me too, son. Me too.",0
59,#NAME?,Latto - Brokey (Official Video),THEY LIKE DERE SHE GO,0
60,#NAME?,Latto - Brokey (Official Video),"THE END? You really ought to transport us back to the greatest MV era! I adore a ""part 2"" or ""to be continued"" drop.",0
61,#NAME?,Latto - Brokey (Official Video),Latto panty is my souvenir. Where is it ? 毋___,0
62,#NAME?,Latto - Brokey (Official Video),The actors stand out in this video ,0
63,#NAME?,Latto - Brokey (Official Video),This is the dumbest song I_e ever heard,0
64,#NAME?,Latto - Brokey (Official Video),"Talk that shit, girl! Love the #vore reference btw",0
65,#NAME?,Latto - Brokey (Official Video),It appeals to me. She was giving glances. Concept. Theme. Still the best project of the year outside of Tierra Whack when it comes to the girls. I love concepts.,0
66,#NAME?,Latto - Brokey (Official Video),Okay Des we see you _ you made it bro _,0
67,#NAME?,Latto - Brokey (Official Video),Mac Motorway,0
68,#NAME?,Latto - Brokey (Official Video),The waffle House lost a good one but she is on to bigger and better things.,0
69,#NAME?,Latto - Brokey (Official Video),Okay no bc that was cute af!!,0
70,#NAME?,Latto - Brokey (Official Video),"Lovedddd the video #BIGLATTO, but we didn_ need Alabama. First Ice Spice with Aya Tajali or whatever her name is, now Latto with Alabama Barker??? - leave them lil kids that_ so desperate to be grown ALONE__ _",0
71,#NAME?,Latto - Brokey (Official Video),I like how she got the idea from dude wheres my car . Ifykyk . Latto fine and doing her shit and this beat hard asf. Gotta get ya bag up fellas . Purpose first,0
72,#NAME?,Latto - Brokey (Official Video),I LOVE BAMA SHE ATEEEE,0
73,#NAME?,Latto - Brokey (Official Video),Rolling up all those men went sooo hard 不不弧,0
74,#NAME?,Latto - Brokey (Official Video),Nice car girl,0
75,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],the tools back in the 1800s felt that fr,0
76,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],This is so good手_,0
77,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Dont hate this song so much,0
78,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],very good jusic keep it up,0
79,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Holy Cringe,0
80,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],We got KSI_disney before GTA 6,0
81,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"This song is so good, why do people hate on it",0
82,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Honnostly not that bad I think it's decent.,0
83,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],I have a feeling bro released this song 6 years late ,0
84,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Ksi i love your song i dont know why so many people hate it but just know i love this song don't listen to the hate手_手_,0
85,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],this is alr but ksi deserves no hate. respect ksi,0
86,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"I genuinly think this is a banger, I swear I dnw what's wron gwith you man",0
87,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"I listened to it with my grandfather, who has been bedridden for 30 years, and he got up and turned off the music. Thank you so much._朱_朱_",0
88,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],This is pure shit btw,0
89,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Bro should have more lead in him than prime,0
90,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"I may be wrong, but looking at the intro and credits slide, there may be a movie coming out with this being the main soundtrack. Sometimes somgs are released like this to tease a movie...",0
91,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],this shit suck,0
92,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Am glad OPERA GX mute this music,0
93,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],1:25 bro has the weakest kick in history ___,0
94,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],this wouldve been a bop in 2013,0
95,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],This song is kinda good don't know about yall,0
96,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"Worst song I_e ever heard, this guy from the beginning has shown 0 talent",0
97,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],ITS NOT EVEN THAT BAD,0
98,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"wtf people dissing this song? I don't get it. It's a decent song. U people need to stop judging everyone and to get a life. I am a 100% sure this song is turn back like - this song was ahead of its time, or we didn't understand it. Those who are criticizing ar full of bs.",0
99,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"I still don't understand why people are hating on this song, it's actually fire 
so why, I don't get it",0
100,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),God... Your son Rob WAVE done made s amazing song again smh... Love is in the Air,0
101,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Dang.. this sucks,0
102,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Wave hit different when u going thru it _,0
103,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Daamn im 25 and jobless feels like i got no purpose on earth 必,0
104,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Free Bradley my fianc矇 this is how I feel with him all the way sang it to him on the jail phone and the whole album we spent so much money in phone calls just singing rod wave 手_ and free my brother !!! Free my dad ! Free my mom,0
105,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),"I love this man & his music so much it don't even make any sense! __ Rodarius Marcell Green, I love you & your music, thank you for all the forever music, you are a literal musical genius! ___",0
106,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Love all your music frfr. You my favorite artist _,0
107,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),he did it again 0:49_,0
108,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),can someone tell me where that _uuu ouu is from?,0
109,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Last night I met an angel with an attitude she wasn't even half of you Rod got barz ,0
110,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),1.1 million,0
111,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),___劾_ angel part was felt that with my soul_,0
112,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),The album is so good I it is 20/10 ,0
113,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),When lil baby says I spent an M and a half at the end of the song I can_ get that shit out of my head bro it hits,0
114,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),House arrest home detention broke me can_ wait till this shit over,0
115,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),I'm going to tattoo the whole song ____,0
116,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),if you reading this i hope you stop depression,0
117,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),rod healed my heart w his music,0
118,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Finally at a Mill,0
119,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),I love you rod!! My dad is in the hospital fighting for his life and this song just took me to a whole nother world _,0
120,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),The acoustic version will go so crazy潘_潘_,0
121,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Who ever makes Rod_ beats is crazy talented,0
122,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),I played this song over and over and I love it rod you really did this,0
123,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),__oes a new chapter begin or is this how the story ends? & I tried my hardest 2 luv U but the world was more ready for you_歹___嫖_,0
124,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),This one a new one of the ablum that_ forever a gym 歹_歹___,0
125,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Still on repeat. I love this song,0
126,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Hope they have a jazzy rearranged version of this.,0
127,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),don't forget to vote for JENNIE in mnet plus!!!!,0
128,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),I feel like this can be a revlon or any other gigantic brands ads any minute,0
129,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Sooo hot cute pretty sweatty,0
130,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),My favorite song,0
131,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Lets stram to 40m,0
132,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),the rush hour reff_弧,0
133,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Pretty girls Jennie,0
134,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Queen ate this song,0
135,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Did you guys watch the rehearsal vid?,0
136,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),She looks really beautiful.手_,0
137,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),2:07 her laugh.....are you kidding me!?? _,0
138,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),the lyrics the voice the visual the dance the meaning JENN襤E WHAT ARE YOU DO襤NG,0
139,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),30M 420K,0
140,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),"They all are in nudity right now__... They're not the same..
The song was nice _",0
141,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),I love you Jennie,0
142,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Back to Bubble Pop - Hyuna area _,0
143,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Our Jennie unnine is the fire ___,0
144,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),OK I'M OBSESSED,0
145,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),I love this is song __,0
146,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),This that pretty girl mantra,0
147,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),100M for the pretty girls anthem before 2025 pls we can do it if we work hard,0
148,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),374k come on let_ hit 35M asap dont stop now,0
149,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Pretty girl,0
150,oBofuVYDoG4,Shakira - Soltera (Official Video),Wow ,0
151,oBofuVYDoG4,Shakira - Soltera (Official Video),The most coveted unmarried woman,0
152,oBofuVYDoG4,Shakira - Soltera (Official Video),"Thanks to Piqu矇, who brought Shaki back to us, the genre's queen has unquestionably returned.",0
153,oBofuVYDoG4,Shakira - Soltera (Official Video),"Shakira I love and appreciate you and your work, you deserve all the best in the world, congratulations to you and your sweet boys",0
154,oBofuVYDoG4,Shakira - Soltera (Official Video),"Whoa, eat your heart out, Gerard. Shakira appears stunning. This song is entirely authentic. Simple and devoid of rivalry.",0
155,oBofuVYDoG4,Shakira - Soltera (Official Video),"Can I understand a word they're saying? No.
Do I care? Also no.
Is Shakira's music just as awesome as ever? Fuck yes!",0
156,oBofuVYDoG4,Shakira - Soltera (Official Video),Eres.   La.  Mejor.    Cansion,2
157,oBofuVYDoG4,Shakira - Soltera (Official Video),"Shakira has the gift of reinventing herself and reaching the top after tough situations and moving mountains. And always with the support of the people who love her. Always with you, and to hell with that bastard.",0
158,oBofuVYDoG4,Shakira - Soltera (Official Video),Te amooo,2
159,oBofuVYDoG4,Shakira - Soltera (Official Video),Shakira is the best,0
160,oBofuVYDoG4,Shakira - Soltera (Official Video),Fans from Poland Greetings歹___,0
161,oBofuVYDoG4,Shakira - Soltera (Official Video),I love it ,0
162,oBofuVYDoG4,Shakira - Soltera (Official Video),Great hips like always,0
163,oBofuVYDoG4,Shakira - Soltera (Official Video),Paraguay te ama!!,2
164,oBofuVYDoG4,Shakira - Soltera (Official Video),She's not tired yet?!,0
165,oBofuVYDoG4,Shakira - Soltera (Official Video),Soltera me sigam please 500 k_,0
166,oBofuVYDoG4,Shakira - Soltera (Official Video),Would still tear that up,0
167,oBofuVYDoG4,Shakira - Soltera (Official Video),Winny just be everywhere,0
168,oBofuVYDoG4,Shakira - Soltera (Official Video),"She did plenty whole with Pique. She took up surfing, skateboarding,  doing tiktoks all the time, had a talent show on tv, she was Global citizen, called attention to ocean life, did superbowl halftime show.  Not to ment toyrs and many videos. She did whatever she wanted. She was in and out of airport, without sons or pique.  Im beginning to think that is why he left. She said she didnt want to get married...and ANOTHER man bashing song!! Or i should say a PIQUE BASHING SONG. Yawn. Get over it",0
169,oBofuVYDoG4,Shakira - Soltera (Official Video),This song deserves a english version,0
170,oBofuVYDoG4,Shakira - Soltera (Official Video),"Soltera"", carries a strong message of confidence, independence and joy in living a free life. This could be Shakira's affirmation that women do not need to rely on anyone else to feel happy or successful. The upbeat beat and sharp lyrics, 
love her too much",0
171,oBofuVYDoG4,Shakira - Soltera (Official Video),"Heavenly father I pray you keep the person that_ reading this alive, safe, healthy and financially blessed Amen.  ___",0
172,oBofuVYDoG4,Shakira - Soltera (Official Video),"You look beautiful princess, thank you for all amazing work you did!",0
173,oBofuVYDoG4,Shakira - Soltera (Official Video),DIOS TE SIGA DANDO VIDA AMIGA BESOS,2
174,oBofuVYDoG4,Shakira - Soltera (Official Video),not diddy,0
175,#NAME?,Rod Wave - 25 (Official Video),"Can someone suggest a rodwave song that's not about depression, being poor and having money now and doesn't sound the same to his last song.",0
176,#NAME?,Rod Wave - 25 (Official Video),"Shit made me depressed atleast 5 times by now, nigga singin how I feel..nigga stop giving niggas feelings like dis! Lmao",0
177,#NAME?,Rod Wave - 25 (Official Video),1:05 his homie felt that shit,0
178,#NAME?,Rod Wave - 25 (Official Video),Best song in the album,0
179,#NAME?,Rod Wave - 25 (Official Video),Might be in the top 5 rod songs oat,0
180,#NAME?,Rod Wave - 25 (Official Video),Rod Wave you the goat 手_,0
181,#NAME?,Rod Wave - 25 (Official Video),Is yeat in stage when he hugs,0
182,#NAME?,Rod Wave - 25 (Official Video),Favourite in the album 毋___,0
183,#NAME?,Rod Wave - 25 (Official Video),Rod wave this one hit different this song is just everything ,0
184,#NAME?,Rod Wave - 25 (Official Video),"Rod wave I feel exactly the same ,but I'm 18_",0
185,#NAME?,Rod Wave - 25 (Official Video),They can never make me hate you,0
186,#NAME?,Rod Wave - 25 (Official Video),We love you rod wave _,0
187,#NAME?,Rod Wave - 25 (Official Video),Amazing song. Really hits different sense I just had a kid,0
188,#NAME?,Rod Wave - 25 (Official Video),You can feel rod wave's songs speaking 2 you pure love man 毋_返__his the best song of the album,0
189,#NAME?,Rod Wave - 25 (Official Video),God lead me to be prosperous in this world full of weirdos,0
190,#NAME?,Rod Wave - 25 (Official Video),0:04 to 0:56 that flow is crazy.,0
191,#NAME?,Rod Wave - 25 (Official Video),grateful to be alive to witness this man,0
192,#NAME?,Rod Wave - 25 (Official Video),"Song was amazingly put together, leaving me with wanting more at the end! 
This song is relatable on so many different levels!",0
193,#NAME?,Rod Wave - 25 (Official Video),I appreciate this album dude _,0
194,#NAME?,Rod Wave - 25 (Official Video),This the song of the year ,0
195,#NAME?,Rod Wave - 25 (Official Video),I needed to hear this thank you rod wave __,0
196,#NAME?,Rod Wave - 25 (Official Video),The king,0
197,#NAME?,Rod Wave - 25 (Official Video),"In the next 25years. This video will still  be on YouTube, please y_ll just know that a Nigerian __was here. 4L",0
198,#NAME?,Rod Wave - 25 (Official Video),IT AINT LIKE ME NOMOREE,0
199,#NAME?,Rod Wave - 25 (Official Video),my nigga rod u reached 25  i knew u could do it bruh been listening for a while man might not see this but love the album but this song right here is the best along with fall fast in love. love u man keep up the good work fr,0
200,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),I have a feeling that this might become a substantial hit single over time. Megan Thee Stallion would have to come to terms with their losses.,0
201,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Big up for blessing girl from Waffle House hit her with some bread and put her in a video GOATED _,0
202,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Ayyee let me drive the bus ____ ive heard her music and she is really a simple girl from Memphis. Something about her is so special. Megan the stallion or some top person gonna wanna sacrifice her . Hit after hit after hit _____,0
203,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),"For all those struggling God has a plan for us all. There is nothing He can't turn around, just call upon His Son Yeshua  (Jesus Christ). You have a purpose and it will get better. Choose righteousness",0
204,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),"When glo says  I can_ make you mine, but I can make you C___  

Ight bet! You good in my book",0
205,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Glorilla my favorite female and i never thought i would fuck with female rapper in this generation beside Nicki glad i was proved wrong.,0
206,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),This video lot asf!!!! _,0
207,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),"This that 3-6 Mafia vibe, but luvin it.",0
208,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),"To those who are finding for God, I pray that God will keep the person reading this article alive, safe, healthy and financially lucky. Amen. 乒_ ___",0
209,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Yeah Big Glo!!!!,0
210,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Glo might be the first female rapper to have straight men in a choke hold like this lol. I_ so in love with her hard ass _,0
211,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),When she kicked dude off the bus _,0
212,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),GloRilla reallyy gonna be rememberedd in this Hip-Hop game forr manyy more yrs to come tho.,0
213,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Someone with a name Glorious Hallelujah is destined to be used by God. I pray Glorious accepts the Lord into her heart and walk in the purpose God has called her to do for the Lord In Jesus name Amen.,0
214,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Boosie should have jumped on it,0
215,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Glo album better than Rod Wave shit and y'all know it___,0
216,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),How she take the blunt? _,0
217,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Killed the video,0
218,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Glorilla really tuff I thought she wasn_ gonna make it,0
219,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),This song is fire ___. On God,0
220,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),"Love everything about besides the elder abuse. I know its all for fun, but I felt bad for da lady _",0
221,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Not sexy red showing that nasty lip gloss,0
222,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),This video fire _,0
223,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Her verses was too smooth!  she ain_ write it,0
224,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Making mursic,0
225,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],This proves what an amazing father he was/is to Hailie. Nothing but love.,0
226,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],Anyone notice kim entering 2:03 and 2:10 in the background?,0
227,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],When i play Eminem songs sometimes i paused so that he could breathe,0
228,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"Eminem, your music is the best stay strong man",0
