index,Video_Id,Video_Title,Comments
37,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),Best song on the Album.
38,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),This is for u momma 🥲💔Love u wave
39,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),I felt every lyric bro ts hit DEEP 💯
40,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),Thank You So MUCH
41,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),"Did you take Maverick City Music sample and didn't give them credit for their song, big boy???"
42,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),"I’m almost 50 and play this at least 10 times a day, rest in peace brother😭🙌🏾"
43,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),Lost both my dads within a few months of each other. This song is for me!!😢🫶🏾💙
44,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),Did sum wit this album abqqqqqq need youuuuuuu come back
45,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),“u make me cry jus like a baby fog it been some years”😣1:22
46,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),Damn got me thinking bout twin 😓🖤
47,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),Oh he snapped beefing with depression  I wish I had someone to blame🤧🤯🥵
48,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),I think i was waiting for him to drop 🙌🏼.....❤
49,k-z52Y1MoSY,Rod Wave - Last Lap (Official Audio),rip my uncle man this song hit different fr
50,-HXRhd40u_o,Latto - Brokey (Official Video),"This was a vibeeeeee, and I'm finally sick of dull music videos."
51,-HXRhd40u_o,Latto - Brokey (Official Video),"Latto is so good, on fire!!!!"
52,-HXRhd40u_o,Latto - Brokey (Official Video),I love this woman so muchhhh
53,-HXRhd40u_o,Latto - Brokey (Official Video),Imaging being one of the most hottest woman ever 😩😩 miss mama Latto 😍
54,-HXRhd40u_o,Latto - Brokey (Official Video),Best mv I’ve seen in a long time and she smoked them up 💗
55,-HXRhd40u_o,Latto - Brokey (Official Video),In her video she trying to saying the guys the brokey but it be these broke ass hoes lol
56,-HXRhd40u_o,Latto - Brokey (Official Video),Dessi stupid 😂😂😂😂😂😂😂😂
57,-HXRhd40u_o,Latto - Brokey (Official Video),The concepts for this are wild! I wonder who the creative director was. This was so cool!!!
58,-HXRhd40u_o,Latto - Brokey (Official Video),"Latto turns into a giant

Kid: Dad, I wanna get on that ride.

Dad: Me too, son. Me too."
59,-HXRhd40u_o,Latto - Brokey (Official Video),THEY LIKE DERE SHE GO
60,-HXRhd40u_o,Latto - Brokey (Official Video),"THE END? You really ought to transport us back to the greatest MV era! I adore a ""part 2"" or ""to be continued"" drop."
61,-HXRhd40u_o,Latto - Brokey (Official Video),Latto panty is my souvenir…. Where is it ? ❤😂😊
62,-HXRhd40u_o,Latto - Brokey (Official Video),The actors stand out in this video ❤
63,-HXRhd40u_o,Latto - Brokey (Official Video),This is the dumbest song I’ve ever heard
64,-HXRhd40u_o,Latto - Brokey (Official Video),"Talk that shit, girl! Love the #vore reference btw"
65,-HXRhd40u_o,Latto - Brokey (Official Video),It appeals to me. She was giving glances. Concept. Theme. Still the best project of the year outside of Tierra Whack when it comes to the girls. I love concepts.
66,-HXRhd40u_o,Latto - Brokey (Official Video),Okay Des we see you 😂 you made it bro 😂
67,-HXRhd40u_o,Latto - Brokey (Official Video),Mac Motorway
68,-HXRhd40u_o,Latto - Brokey (Official Video),The waffle House lost a good one but she is on to bigger and better things.
69,-HXRhd40u_o,Latto - Brokey (Official Video),Okay no bc that was cute af!!
70,-HXRhd40u_o,Latto - Brokey (Official Video),"Lovedddd the video #BIGLATTO, but we didn’t need Alabama. First Ice Spice with Aya Tajali or whatever her name is, now Latto with Alabama Barker??? - leave them lil kids that’s so desperate to be grown ALONE🙏🏾 😭"
71,-HXRhd40u_o,Latto - Brokey (Official Video),I like how she got the idea from dude wheres my car . Ifykyk . Latto fine and doing her shit and this beat hard asf. Gotta get ya bag up fellas . Purpose first
72,-HXRhd40u_o,Latto - Brokey (Official Video),I LOVE BAMA SHE ATEEEE
73,-HXRhd40u_o,Latto - Brokey (Official Video),Rolling up all those men went sooo hard 🤣🤣🩷
74,-HXRhd40u_o,Latto - Brokey (Official Video),Nice car girl
75,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],the tools back in the 1800s felt that fr
76,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],This is so good❤❤❤
77,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Dont hate this song so much
78,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],very good jusic keep it up
79,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Holy Cringe
80,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],We got KSI×disney before GTA 6
81,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"This song is so good, why do people hate on it"
82,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Honnostly not that bad I think it's decent.
83,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],I have a feeling bro released this song 6 years late 💀
84,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Ksi i love your song i dont know why so many people hate it but just know i love this song don't listen to the hate❤❤❤❤
85,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],this is alr but ksi deserves no hate. respect ksi
86,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"I genuinly think this is a banger, I swear I dnw what's wron gwith you man"
87,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"I listened to it with my grandfather, who has been bedridden for 30 years, and he got up and turned off the music. Thank you so much.🍑🦶🏼🦶🏾"
88,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],This is pure shit btw
89,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Bro should have more lead in him than prime
90,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"I may be wrong, but looking at the intro and credits slide, there may be a movie coming out with this being the main soundtrack. Sometimes somgs are released like this to tease a movie..."
91,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],this shit suck
92,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],Am glad OPERA GX mute this music
93,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],1:25 bro has the weakest kick in history 😂😂😂
94,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],this wouldve been a bop in 2013
95,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],This song is kinda good don't know about yall
96,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"Worst song I’ve ever heard, this guy from the beginning has shown 0 talent"
97,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],ITS NOT EVEN THAT BAD
98,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"wtf people dissing this song? I don't get it. It's a decent song. U people need to stop judging everyone and to get a life. I am a 100% sure this song is turn back like - this song was ahead of its time, or we didn't understand it. Those who are criticizing ar full of bs."
99,At8v_Yc044Y,KSI - Thick Of It (feat. Trippie Redd) [Official Music Video],"I still don't understand why people are hating on this song, it's actually fire
so why, I don't get it"
100,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),God... Your son Rob WAVE done made s amazing song again smh... Love is in the Air
101,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Dang.. this sucks
102,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Wave hit different when u going thru it 🔥
103,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Daamn im 25 and jobless feels like i got no purpose on earth 🥲
104,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Free Bradley my fiancé this is how I feel with him all the way sang it to him on the jail phone and the whole album we spent so much money in phone calls just singing rod wave ❤❤… and free my brother !!! Free my dad ! Free my mom
105,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),"I love this man & his music so much it don't even make any sense! 😩😭 Rodarius Marcell Green, I love you & your music, thank you for all the forever music, you are a literal musical genius! 👏🙏🙌"
106,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Love all your music frfr. You my favorite artist 😌
107,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),he did it again 0:49😫♥
108,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),can someone tell me where that “ouuu ouu” is from?
109,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Last night I met an angel with an attitude she wasn't even half of you Rod got barz ❤
110,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),1.1 million
111,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),😮‍💨🔥 angel part was felt that with my soul💯
112,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),The album is so good I it is 20/10 ❤
113,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),When lil baby says I spent an M and a half at the end of the song I can’t get that shit out of my head bro it hits
114,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),House arrest home detention broke me can’t wait till this shit over
115,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),I'm going to tattoo the whole song 🔥🔥💯🤍
116,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),if you reading this i hope you stop depression
117,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),rod healed my heart w his music
118,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Finally at a Mill
119,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),I love you rod!! My dad is in the hospital fighting for his life and this song just took me to a whole nother world 🌎
120,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),The acoustic version will go so crazy‼️‼️
121,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),Who ever makes Rod’s beats is crazy talented
122,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),I played this song over and over and I love it rod you really did this
123,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),‘’Does a new chapter begin or is this how the story ends? & I tried my hardest 2 luv U but the world was more ready for you😩❤️‍🩹‘’
124,sVJYuRPeLJk,Rod Wave - Angel With An Attitude (Official Audio),This one a new one of the ablum that’s forever a gym ❤️❤️💯💯
125,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Still on repeat. I love this song
126,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Hope they have a jazzy rearranged version of this.
127,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),don't forget to vote for JENNIE in mnet plus!!!!
128,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),I feel like this can be a revlon or any other gigantic brands’ ads any minute
129,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Sooo hot cute pretty sweatty
130,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),My favorite song❤
131,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Lets stram to 40m
132,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),the rush hour reff😭🩷
133,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Pretty girls Jennie
134,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Queen ate this song
135,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Did you guys watch the rehearsal vid?
136,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),She looks really beautiful.❤❤
137,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),2:07 her laugh.....are you kidding me!?? 😭
138,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),the lyrics the voice the visual the dance the meaning JENNİE WHAT ARE YOU DOİNG
139,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),30M 420K
140,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),"They all are in nudity right now😢😢... They're not the same..
The song was nice 👍"
141,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),I love you Jennie
142,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Back to Bubble Pop - Hyuna area 🎉
143,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Our Jennie unnine is the fire 🔥🔥🔥
144,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),OK I'M OBSESSED
145,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),I love this is song 😻😽
146,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),This that pretty girl mantra
147,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),100M for the pretty girls anthem before 2025 pls we can do it if we work hard
148,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),374k come on let’s hit 35M asap dont stop now
149,bB3-CUMERIU,JENNIE - Mantra (Official Music Video),Pretty girl
150,oBofuVYDoG4,Shakira - Soltera (Official Video),Wow ❤
151,oBofuVYDoG4,Shakira - Soltera (Official Video),The most coveted unmarried woman
152,oBofuVYDoG4,Shakira - Soltera (Official Video),"Thanks to Piqué, who brought Shaki back to us, the genre's queen has unquestionably returned."
153,oBofuVYDoG4,Shakira - Soltera (Official Video),"Shakira I love and appreciate you and your work, you deserve all the best in the world, congratulations to you and your sweet boys❤"
154,oBofuVYDoG4,Shakira - Soltera (Official Video),"Whoa, eat your heart out, Gerard. Shakira appears stunning. This song is entirely authentic. Simple and devoid of rivalry."
155,oBofuVYDoG4,Shakira - Soltera (Official Video),"Can I understand a word they're saying? No.
Do I care? Also no.
Is Shakira's music just as awesome as ever? Fuck yes!"
156,oBofuVYDoG4,Shakira - Soltera (Official Video),Eres.   La.  Mejor.    Cansion
157,oBofuVYDoG4,Shakira - Soltera (Official Video),"Shakira has the gift of reinventing herself and reaching the top after tough situations and moving mountains. And always with the support of the people who love her. Always with you, and to hell with that bastard."
158,oBofuVYDoG4,Shakira - Soltera (Official Video),Te amooo
159,oBofuVYDoG4,Shakira - Soltera (Official Video),Shakira is the best
160,oBofuVYDoG4,Shakira - Soltera (Official Video),Fans from Poland Greetings❤️🇵🇱
161,oBofuVYDoG4,Shakira - Soltera (Official Video),I love it ❤
162,oBofuVYDoG4,Shakira - Soltera (Official Video),Great hips like always
163,oBofuVYDoG4,Shakira - Soltera (Official Video),Paraguay te ama!!❤
164,oBofuVYDoG4,Shakira - Soltera (Official Video),She's not tired yet?!
165,oBofuVYDoG4,Shakira - Soltera (Official Video),Soltera me sigam please 500 k😢
166,oBofuVYDoG4,Shakira - Soltera (Official Video),Would still tear that up
167,oBofuVYDoG4,Shakira - Soltera (Official Video),Winny just be everywhere
168,oBofuVYDoG4,Shakira - Soltera (Official Video),"She did plenty whole with Pique. She took up surfing, skateboarding,  doing tiktoks all the time, had a talent show on tv, she was Global citizen, called attention to ocean life, did superbowl halftime show.  Not to ment toyrs and many videos. She did whatever she wanted. She was in and out of airport, without sons or pique.  Im beginning to think that is why he left. She said she didnt want to get married...and ANOTHER man bashing song!! Or i should say a PIQUE BASHING SONG. Yawn. Get over it"
169,oBofuVYDoG4,Shakira - Soltera (Official Video),This song deserves a english version
170,oBofuVYDoG4,Shakira - Soltera (Official Video),"Soltera"", carries a strong message of confidence, independence and joy in living a free life. This could be Shakira's affirmation that women do not need to rely on anyone else to feel happy or successful. The upbeat beat and sharp lyrics,
love her too much"
171,oBofuVYDoG4,Shakira - Soltera (Official Video),"Heavenly father I pray you keep the person that’s reading this alive, safe, healthy and financially blessed Amen. ♥ 🙏🙏🙏"
172,oBofuVYDoG4,Shakira - Soltera (Official Video),"You look beautiful princess, thank you for all amazing work you did!"
173,oBofuVYDoG4,Shakira - Soltera (Official Video),DIOS TE SIGA DANDO VIDA AMIGA BESOS
174,oBofuVYDoG4,Shakira - Soltera (Official Video),not diddy
175,-SSgaCAsU6M,Rod Wave - 25 (Official Video),"Can someone suggest a rodwave song that's not about depression, being poor and having money now and doesn't sound the same to his last song."
176,-SSgaCAsU6M,Rod Wave - 25 (Official Video),"Shit made me depressed atleast 5 times by now, nigga singin how I feel..nigga stop giving niggas feelings like dis! Lmao"
177,-SSgaCAsU6M,Rod Wave - 25 (Official Video),1:05 his homie felt that shit
178,-SSgaCAsU6M,Rod Wave - 25 (Official Video),Best song in the album
179,-SSgaCAsU6M,Rod Wave - 25 (Official Video),Might be in the top 5 rod songs oat
180,-SSgaCAsU6M,Rod Wave - 25 (Official Video),Rod Wave you the goat ❤❤
181,-SSgaCAsU6M,Rod Wave - 25 (Official Video),Is yeat in stage when he hugs
182,-SSgaCAsU6M,Rod Wave - 25 (Official Video),Favourite in the album ❤🤏🏽
183,-SSgaCAsU6M,Rod Wave - 25 (Official Video),Rod wave this one hit different this song is just everything ❤
184,-SSgaCAsU6M,Rod Wave - 25 (Official Video),"Rod wave I feel exactly the same ,but I'm 18🎶"
185,-SSgaCAsU6M,Rod Wave - 25 (Official Video),They can never make me hate you
186,-SSgaCAsU6M,Rod Wave - 25 (Official Video),We love you rod wave 😢
187,-SSgaCAsU6M,Rod Wave - 25 (Official Video),Amazing song. Really hits different sense I just had a kid
188,-SSgaCAsU6M,Rod Wave - 25 (Official Video),You can feel rod wave's songs speaking 2 you pure love man ❤💪🏽this the best song of the album
189,-SSgaCAsU6M,Rod Wave - 25 (Official Video),God lead me to be prosperous in this world full of weirdos
190,-SSgaCAsU6M,Rod Wave - 25 (Official Video),0:04 to 0:56 that flow is crazy.
191,-SSgaCAsU6M,Rod Wave - 25 (Official Video),grateful to be alive to witness this man
192,-SSgaCAsU6M,Rod Wave - 25 (Official Video),"Song was amazingly put together, leaving me with wanting more at the end!
This song is relatable on so many different levels!"
193,-SSgaCAsU6M,Rod Wave - 25 (Official Video),I appreciate this album dude 🏆
194,-SSgaCAsU6M,Rod Wave - 25 (Official Video),This the song of the year ❤
195,-SSgaCAsU6M,Rod Wave - 25 (Official Video),I needed to hear this thank you rod wave 💯💯
196,-SSgaCAsU6M,Rod Wave - 25 (Official Video),The king
197,-SSgaCAsU6M,Rod Wave - 25 (Official Video),"In the next 25years. This video will still  be on YouTube, please y’all just know that a Nigerian 🇳🇬was here. ❤4L"
198,-SSgaCAsU6M,Rod Wave - 25 (Official Video),IT AINT LIKE ME NOMOREE
199,-SSgaCAsU6M,Rod Wave - 25 (Official Video),my nigga rod u reached 25  i knew u could do it bruh been listening for a while man might not see this but love the album but this song right here is the best along with fall fast in love. love u man keep up the good work fr
200,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),I have a feeling that this might become a substantial hit single over time. Megan Thee Stallion would have to come to terms with their losses.
201,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Big up for blessing girl from Waffle House hit her with some bread and put her in a video GOATED 💯
202,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Ayyee let me drive the bus 😂😂😂😂 ive heard her music and she is really a simple girl from Memphis. Something about her is so special. Megan the stallion or some top person gonna wanna sacrifice her . Hit after hit after hit 🎯🎯🎯🎯🎯
203,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),"For all those struggling God has a plan for us all. There is nothing He can't turn around, just call upon His Son Yeshua  (Jesus Christ). You have a purpose and it will get better. Choose righteousness"
204,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),"When glo says “ I can’t make you mine, but I can make you C___”

Ight bet! You good in my book"
205,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Glorilla my favorite female and i never thought i would fuck with female rapper in this generation beside Nicki glad i was proved wrong.
206,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),This video lot asf!!!! 🔥
207,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),"This that 3-6 Mafia vibe, but luvin it."
208,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),"To those who are finding for God, I pray that God will keep the person reading this article alive, safe, healthy and financially lucky. Amen. ♥♥ 🙏🙏🙏"
209,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Yeah Big Glo!!!!
210,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Glo might be the first female rapper to have straight men in a choke hold like this lol. I’m so in love with her hard ass 😂
211,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),When she kicked dude off the bus 😂
212,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),GloRilla reallyy gonna be rememberedd in this Hip-Hop game forr manyy more yrs to come tho.
213,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Someone with a name Glorious Hallelujah is destined to be used by God. I pray Glorious accepts the Lord into her heart and walk in the purpose God has called her to do for the Lord In Jesus name Amen.
214,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Boosie should have jumped on it
215,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Glo album better than Rod Wave shit and y'all know it💯🔥🔥
216,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),How she take the blunt? 😂
217,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Killed the video
218,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Glorilla really tuff I thought she wasn’t gonna make it
219,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),This song is fire 🔥🔥🔥. On God
220,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),"Love everything about besides the elder abuse. I know its all for fun, but I felt bad for da lady 😅"
221,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Not sexy red showing that nasty lip gloss
222,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),This video fire 🔥
223,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Her verses was too smooth! 👀 she ain’t write it
224,Uf8Uxgi1uwY,GloRilla - Hollon (Official Music Video),Making mursic
225,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],This proves what an amazing father he was/is to Hailie. Nothing but love.
